,ts_code,symbol,name,area,industry,list_date
91,000498.SZ,000498,山东路桥,山东,建筑工程,19970609
92,000501.SZ,000501,武商集团,湖北,百货,19921120
93,000503.SZ,000503,国新健康,山东,软件服务,19921130
94,000504.SZ,000504,南华生物,湖南,医疗保健,19921208
95,000505.SZ,000505,京粮控股,海南,食品,19921221
96,000506.SZ,000506,*ST中润,山东,黄金,19930312
97,000507.SZ,000507,珠海港,广东,港口,19930326
98,000509.SZ,000509,华塑控股,四川,元器件,19930507
99,000510.SZ,000510,新金路,四川,化工原料,19930507
100,000513.SZ,000513,丽珠集团,广东,化学制药,19931028
101,000514.SZ,000514,渝开发,重庆,区域地产,19930712
102,000516.SZ,000516,国际医学,陕西,医疗保健,19930809
103,000517.SZ,000517,荣安地产,浙江,区域地产,19930806
104,000518.SZ,000518,四环生物,江苏,生物制药,19930908
105,000519.SZ,000519,中兵红箭,湖南,专用机械,19931008
106,000520.SZ,000520,凤凰航运,湖北,水运,19931025
107,000521.SZ,000521,长虹美菱,安徽,家用电器,19931018
108,000523.SZ,000523,红棉股份,广东,食品,19931108
109,000524.SZ,000524,岭南控股,广东,旅游服务,19931118
110,000525.SZ,000525,ST红太阳,江苏,农药化肥,19931028
111,000526.SZ,000526,学大教育,福建,文教休闲,19931101
112,000528.SZ,000528,柳工,广西,工程机械,19931118
113,000529.SZ,000529,广弘控股,广东,食品,19931118
114,000530.SZ,000530,冰山冷热,辽宁,机械基件,19931208
115,000531.SZ,000531,穗恒运A,广东,火力发电,19940106
116,000532.SZ,000532,华金资本,广东,多元金融,19940103
117,000533.SZ,000533,顺钠股份,广东,电气设备,19940103
118,000534.SZ,000534,万泽股份,广东,生物制药,19940110
119,000536.SZ,000536,华映科技,福建,元器件,19931126
120,000537.SZ,000537,中绿电,天津,新型电力,19931210
121,000538.SZ,000538,云南白药,云南,中成药,19931215
122,000539.SZ,000539,粤电力A,广东,火力发电,19931126
123,000541.SZ,000541,佛山照明,广东,家用电器,19931123
124,000543.SZ,000543,皖能电力,安徽,火力发电,19931220
125,000544.SZ,000544,中原环保,河南,环境保护,19931208
126,000545.SZ,000545,金浦钛业,吉林,化工原料,19931215
127,000546.SZ,000546,金圆股份,吉林,环境保护,19931215
128,000547.SZ,000547,航天发展,福建,通信设备,19931130
129,000548.SZ,000548,湖南投资,湖南,路桥,19931220
130,000550.SZ,000550,江铃汽车,江西,汽车整车,19931201
131,000551.SZ,000551,创元科技,江苏,专用机械,19940106
132,000552.SZ,000552,甘肃能化,甘肃,煤炭开采,19940106
133,000553.SZ,000553,安道麦A,湖北,农药化肥,19931203
134,000554.SZ,000554,泰山石油,山东,石油贸易,19931215
135,000555.SZ,000555,神州信息,深圳,软件服务,19940408
136,000557.SZ,000557,西部创业,宁夏,铁路,19940617
137,000558.SZ,000558,莱茵体育,四川,旅游景点,19940509
138,000559.SZ,000559,万向钱潮,浙江,汽车配件,19940110
139,000560.SZ,000560,我爱我家,云南,房产服务,19940202
140,000561.SZ,000561,烽火电子,陕西,通信设备,19940509
141,000563.SZ,000563,陕国投A,陕西,多元金融,19940110
142,000564.SZ,000564,供销大集,陕西,百货,19940110
